OriginalOrder,Date,Year,Month,Julian,max.F,min.F,precip.in,max.C,min.C,precip.mm,mean.C,rain.mm,snow.mm,SnowDepth.mm
19029,2/23/1956,1956,Feb,54,33,1,0.11,0.555555556,-17.22222222,2.794,-8.333333333,0.000876559,2.793123441,0
19030,2/24/1956,1956,Feb,55,20,-13,0.06,-6.666666667,-25,1.524,-15.83333333,1.19E-06,1.523998814,0
19031,2/25/1956,1956,Feb,56,20,7,0.07,-6.666666667,-13.88888889,1.778,-10.27777778,0.000117767,1.777882233,0
19032,2/26/1956,1956,Feb,57,20,7,0.18,-6.666666667,-13.88888889,4.572,-10.27777778,0.00030283,4.57169717,0
19033,2/27/1956,1956,Feb,58,20,0,0,-6.666666667,-17.77777778,0,-12.22222222,0,0,0
19034,2/28/1956,1956,Feb,59,25,6,0.02,-3.888888889,-14.44444444,0.508,-9.166666667,8.18E-05,0.507918162,0
19035,2/29/1956,1956,Feb,60,24,-5,0.08,-4.444444444,-20.55555556,2.032,-12.5,2.27E-05,2.031977251,0
19036,3/1/1956,1956,Mar,61,24,12,0.04,-4.444444444,-11.11111111,1.016,-7.777777778,0.000497041,1.015502959,0
19037,3/2/1956,1956,Mar,62,30,19,0.13,-1.111111111,-7.222222222,3.302,-4.166666667,0.028794709,3.273205291,0
19038,3/3/1956,1956,Mar,63,25,10,0.25,-3.888888889,-12.22222222,6.35,-8.055555556,0.002487738,6.347512262,0
19039,3/4/1956,1956,Mar,64,25,15,0.34,-3.888888889,-9.444444444,8.636,-6.666666667,0.010269431,8.625730569,457.2
19040,3/5/1956,1956,Mar,65,23,10,0.16,-5,-12.22222222,4.064,-8.611111111,0.001021,4.062979,406.4
19041,3/6/1956,1956,Mar,66,13,-24,NA,-10.55555556,-31.11111111,NA,-20.83333333,NA,NA,381
19042,3/7/1956,1956,Mar,67,12,-29,NA,-11.11111111,-33.88888889,NA,-22.5,NA,NA,355.6
19043,3/8/1956,1956,Mar,68,29,8,0.17,-1.666666667,-13.33333333,4.318,-7.5,0.002637777,4.315362223,431.8
19044,3/9/1956,1956,Mar,69,25,14,0.22,-3.888888889,-10,5.588,-6.944444444,0.005322102,5.582677898,355.6
19045,3/10/1956,1956,Mar,70,14,-14,0.08,-10,-25.55555556,2.032,-17.77777778,3.34E-07,2.031999666,254
19046,3/11/1956,1956,Mar,71,10,-38,0,-12.22222222,-38.88888889,0,-25.55555556,0,0,304.8
19047,3/12/1956,1956,Mar,72,20,-32,0,-6.666666667,-35.55555556,0,-21.11111111,0,0,355.6
19048,3/13/1956,1956,Mar,73,22,-2,0.16,-5.555555556,-18.88888889,4.064,-12.22222222,5.68E-05,4.06394318,355.6
19049,3/14/1956,1956,Mar,74,22,-19,0,-5.555555556,-28.33333333,0,-16.94444444,0,0,355.6
19050,3/15/1956,1956,Mar,75,19,-27,NA,-7.222222222,-32.77777778,NA,-20,NA,NA,355.6
19051,3/16/1956,1956,Mar,76,33,11,0.03,0.555555556,-11.66666667,0.762,-5.555555556,0.002200337,0.759799663,355.6
19052,3/17/1956,1956,Mar,77,39,15,0,3.888888889,-9.444444444,0,-2.777777778,0,0,355.6
19053,3/18/1956,1956,Mar,78,41,-11,0,5,-23.88888889,0,-9.444444444,0,0,355.6
19054,3/19/1956,1956,Mar,79,42,-5,0,5.555555556,-20.55555556,0,-7.5,0,0,406.4
19055,3/20/1956,1956,Mar,80,39,9,0,3.888888889,-12.77777778,0,-4.444444444,0,0,685.8
19056,3/21/1956,1956,Mar,81,38,15,NA,3.333333333,-9.444444444,NA,-3.055555556,NA,NA,660.4
19057,3/22/1956,1956,Mar,82,40,15,0.03,4.444444444,-9.444444444,0.762,-2.5,0.024609144,0.737390856,660.4
19058,3/23/1956,1956,Mar,83,43,28,0,6.111111111,-2.222222222,0,1.944444444,0,0,635
19059,3/24/1956,1956,Mar,84,45,15,0,7.222222222,-9.444444444,0,-1.111111111,0,0,635
19060,3/25/1956,1956,Mar,85,45,17,0,7.222222222,-8.333333333,0,-0.555555556,0,0,635
19061,3/26/1956,1956,Mar,86,42,14,0.01,5.555555556,-10,0.254,-2.222222222,0.010162693,0.243837307,635
19062,3/27/1956,1956,Mar,87,24,5,0.03,-4.444444444,-15,0.762,-9.722222222,7.87E-05,0.761921286,787.4
19063,3/28/1956,1956,Mar,88,30,-8,0,-1.111111111,-22.22222222,0,-11.66666667,0,0,787.4
19064,3/29/1956,1956,Mar,89,36,-6,0,2.222222222,-21.11111111,0,-9.444444444,0,0,787.4
19065,3/30/1956,1956,Mar,90,40,7,0,4.444444444,-13.88888889,0,-4.722222222,0,0,762
19066,3/31/1956,1956,Mar,91,37,23,NA,2.777777778,-5,NA,-1.111111111,NA,NA,914.4
19067,4/1/1956,1956,Apr,92,30,22,0.48,-1.111111111,-5.555555556,12.192,-3.333333333,0.205383578,11.98661642,889
19068,4/2/1956,1956,Apr,93,33,12,0.03,0.555555556,-11.11111111,0.762,-5.277777778,0.002745915,0.759254085,863.6
19069,4/3/1956,1956,Apr,94,35,-8,0,1.666666667,-22.22222222,0,-10.27777778,0,0,965.2
19070,4/4/1956,1956,Apr,95,36,7,0,2.222222222,-13.88888889,0,-5.833333333,0,0,1346.2
19071,4/5/1956,1956,Apr,96,36,20,0.02,2.222222222,-6.666666667,0.508,-2.222222222,0.020325386,0.487674614,1244.6
19072,4/6/1956,1956,Apr,97,29,-17,0,-1.666666667,-27.22222222,0,-14.44444444,0,0,1193.8
19073,4/7/1956,1956,Apr,98,39,-2,0,3.888888889,-18.88888889,0,-7.5,0,0,1193.8
19074,4/8/1956,1956,Apr,99,39,18,0.22,3.888888889,-7.777777778,5.588,-1.944444444,0.276464044,5.311535956,1270
19075,4/9/1956,1956,Apr,100,43,1,0,6.111111111,-17.22222222,0,-5.555555556,0,0,1219.2
19076,4/10/1956,1956,Apr,101,46,10,0,7.777777778,-12.22222222,0,-2.222222222,0,0,1168.4
19077,4/11/1956,1956,Apr,102,46,25,0,7.777777778,-3.888888889,0,1.944444444,0,0,1143
19078,4/12/1956,1956,Apr,103,42,9,0.1,5.555555556,-12.77777778,2.54,-3.611111111,0.034377545,2.505622455,1117.6
19079,4/13/1956,1956,Apr,104,52,10,0,11.11111111,-12.22222222,0,-0.555555556,0,0,1117.6
19080,4/14/1956,1956,Apr,105,47,20,0,8.333333333,-6.666666667,0,0.833333333,0,0,1143
19081,4/15/1956,1956,Apr,106,50,13,0,10,-10.55555556,0,-0.277777778,0,0,1117.6
19082,4/16/1956,1956,Apr,107,50,25,0.08,10,-3.888888889,2.032,3.055555556,1.503083921,0.528916079,1117.6
19083,4/17/1956,1956,Apr,108,47,29,0.22,8.333333333,-1.666666667,5.588,3.333333333,4.359598913,1.228401087,1092.2
19084,4/18/1956,1956,Apr,109,51,11,0,10.55555556,-11.66666667,0,-0.555555556,0,0,1244.6
19085,4/19/1956,1956,Apr,110,53,10,0,11.66666667,-12.22222222,0,-0.277777778,0,0,1193.8
19086,4/20/1956,1956,Apr,111,54,14,0,12.22222222,-10,0,1.111111111,0,0,1270
19087,4/21/1956,1956,Apr,112,55,18,0,12.77777778,-7.777777778,0,2.5,0,0,1244.6
19088,4/22/1956,1956,Apr,113,45,24,0.08,7.222222222,-4.444444444,2.032,1.388888889,0.870256643,1.161743357,1117.6
19089,4/23/1956,1956,Apr,114,42,26,0.04,5.555555556,-3.333333333,1.016,1.111111111,0.380932021,0.635067979,1092.2
19090,4/24/1956,1956,Apr,115,44,29,0.19,6.666666667,-1.666666667,4.826,2.5,3.115937334,1.710062666,1041.4
19091,4/25/1956,1956,Apr,116,41,27,0.11,5,-2.777777778,2.794,1.111111111,1.047563057,1.746436943,990.6
19092,4/26/1956,1956,Apr,117,45,28,0.31,7.222222222,-2.222222222,7.874,2.5,5.083897755,2.790102245,939.8
19093,4/27/1956,1956,Apr,118,43,28,0.2,6.111111111,-2.222222222,5.08,1.944444444,2.737158154,2.342841846,914.4
19094,4/28/1956,1956,Apr,119,41,24,0.25,5,-4.444444444,6.35,0.277777778,1.495120155,4.854879845,914.4
19095,4/29/1956,1956,Apr,120,37,24,0.27,2.777777778,-4.444444444,6.858,-0.833333333,0.770695932,6.087304068,863.6
19096,4/30/1956,1956,Apr,121,39,16,0.15,3.888888889,-8.888888889,3.81,-2.5,0.123045721,3.686954279,812.8
19097,5/1/1956,1956,May,122,41,14,NA,5,-10,NA,-2.5,NA,NA,762
19098,5/2/1956,1956,May,123,45,33,0,7.222222222,0.555555556,0,3.888888889,0,0,711.2
19099,5/3/1956,1956,May,124,41,29,0.09,5,-1.666666667,2.286,1.666666667,1.104914105,1.181085895,711.2
19100,5/4/1956,1956,May,125,53,28,0,11.66666667,-2.222222222,0,4.722222222,0,0,660.4
19101,5/5/1956,1956,May,126,46,32,NA,7.777777778,0,NA,3.888888889,NA,NA,508
19102,5/6/1956,1956,May,127,50,22,NA,10,-5.555555556,NA,2.222222222,NA,NA,457.2
19103,5/7/1956,1956,May,128,54,28,0,12.22222222,-2.222222222,0,5,0,0,381
19104,5/8/1956,1956,May,129,49,28,NA,9.444444444,-2.222222222,NA,3.611111111,NA,NA,304.8
19105,5/9/1956,1956,May,130,52,27,NA,11.11111111,-2.777777778,NA,4.166666667,NA,NA,228.6
19106,5/10/1956,1956,May,131,45,29,0.23,7.222222222,-1.666666667,5.842,2.777777778,4.058483274,1.783516726,177.8
19107,5/11/1956,1956,May,132,40,28,0.08,4.444444444,-2.222222222,2.032,1.111111111,0.761864042,1.270135958,127
19108,5/12/1956,1956,May,133,37,22,0.07,2.777777778,-5.555555556,1.778,-1.388888889,0.133497416,1.644502584,50.8
19109,5/13/1956,1956,May,134,40,22,NA,4.444444444,-5.555555556,NA,-0.555555556,NA,NA,0
19110,5/14/1956,1956,May,135,45,12,0,7.222222222,-11.11111111,0,-1.944444444,0,0,0
19111,5/15/1956,1956,May,136,54,23,0,12.22222222,-5,0,3.611111111,0,0,0
19112,5/16/1956,1956,May,137,62,23,0,16.66666667,-5,0,5.833333333,0,0,0
19113,5/17/1956,1956,May,138,63,24,0,17.22222222,-4.444444444,0,6.388888889,0,0,0
19114,5/18/1956,1956,May,139,65,25,0,18.33333333,-3.888888889,0,7.222222222,0,0,0
19115,5/19/1956,1956,May,140,64,32,0,17.77777778,0,0,8.888888889,0,0,0
19116,5/20/1956,1956,May,141,64,28,NA,17.77777778,-2.222222222,NA,7.777777778,NA,NA,0
19117,5/21/1956,1956,May,142,65,29,0.18,18.33333333,-1.666666667,4.572,8.333333333,4.548526037,0.023473963,0
19118,5/22/1956,1956,May,143,69,28,0,20.55555556,-2.222222222,0,9.166666667,0,0,0
19119,5/23/1956,1956,May,144,71,28,0,21.66666667,-2.222222222,0,9.722222222,0,0,0
19120,5/24/1956,1956,May,145,69,34,0,20.55555556,1.111111111,0,10.83333333,0,0,0
19121,5/25/1956,1956,May,146,62,37,0,16.66666667,2.777777778,0,9.722222222,0,0,0
19122,5/26/1956,1956,May,147,62,32,0.02,16.66666667,0,0.508,8.333333333,0.505391782,0.002608218,0
19123,5/27/1956,1956,May,148,61,28,NA,16.11111111,-2.222222222,NA,6.944444444,NA,NA,0
19124,5/28/1956,1956,May,149,61,40,NA,16.11111111,4.444444444,NA,10.27777778,NA,NA,0
19125,5/29/1956,1956,May,150,52,34,0.03,11.11111111,1.111111111,0.762,6.111111111,0.739421914,0.022578086,0
19126,5/30/1956,1956,May,151,60,35,0,15.55555556,1.666666667,0,8.611111111,0,0,0
19127,5/31/1956,1956,May,152,73,29,0,22.77777778,-1.666666667,0,10.55555556,0,0,0
19128,6/1/1956,1956,Jun,153,72,35,0,22.22222222,1.666666667,0,11.94444444,0,0,0
19129,6/2/1956,1956,Jun,154,64,34,0,17.77777778,1.111111111,0,9.444444444,0,0,0
19130,6/3/1956,1956,Jun,155,64,28,0,17.77777778,-2.222222222,0,7.777777778,0,0,0
19131,6/4/1956,1956,Jun,156,63,31,0.13,17.22222222,-0.555555556,3.302,8.333333333,3.285046582,0.016953418,0
19132,6/5/1956,1956,Jun,157,56,NA,NA,13.33333333,NA,NA,NA,NA,NA,0
19133,6/6/1956,1956,Jun,158,54,NA,0,12.22222222,NA,0,NA,NA,NA,0
19134,6/7/1956,1956,Jun,159,63,NA,0,17.22222222,NA,0,NA,NA,NA,0
19135,6/8/1956,1956,Jun,160,70,32,0,21.11111111,0,0,10.55555556,0,0,0
19136,6/9/1956,1956,Jun,161,69,46,0,20.55555556,7.777777778,0,14.16666667,0,0,0
19137,6/10/1956,1956,Jun,162,74,47,NA,23.33333333,8.333333333,NA,15.83333333,NA,NA,0
19138,6/11/1956,1956,Jun,163,72,43,0,22.22222222,6.111111111,0,14.16666667,0,0,0
19139,6/12/1956,1956,Jun,164,72,NA,0,22.22222222,NA,0,NA,NA,NA,0
19140,6/13/1956,1956,Jun,165,71,42,0,21.66666667,5.555555556,0,13.61111111,0,0,0
19141,6/14/1956,1956,Jun,166,70,NA,0,21.11111111,NA,0,NA,NA,NA,0
19142,6/15/1956,1956,Jun,167,71,42,0,21.66666667,5.555555556,0,13.61111111,0,0,0
19143,6/16/1956,1956,Jun,168,47,40,0.16,8.333333333,4.444444444,4.064,6.388888889,3.967005366,0.096994634,0
19144,6/17/1956,1956,Jun,169,72,36,0,22.22222222,2.222222222,0,12.22222222,0,0,0
19145,6/18/1956,1956,Jun,170,63,39,0,17.22222222,3.888888889,0,10.55555556,0,0,0
19146,6/19/1956,1956,Jun,171,74,39,0.09,23.33333333,3.888888889,2.286,13.61111111,2.28582699,0.00017301,0
19147,6/20/1956,1956,Jun,172,72,44,0,22.22222222,6.666666667,0,14.44444444,0,0,0
19148,6/21/1956,1956,Jun,173,67,36,0.49,19.44444444,2.222222222,12.446,10.83333333,12.43731333,0.00868667,0
19149,6/22/1956,1956,Jun,174,57,27,0.02,13.88888889,-2.777777778,0.508,5.555555556,0.484907372,0.023092628,0
19150,6/23/1956,1956,Jun,175,67,45,0.14,19.44444444,7.222222222,3.556,13.33333333,3.555663908,0.000336092,0
19151,6/24/1956,1956,Jun,176,64,45,0.08,17.77777778,7.222222222,2.032,12.5,2.031625966,0.000374034,0
19152,6/25/1956,1956,Jun,177,62,44,0,16.66666667,6.666666667,0,11.66666667,0,0,0
19153,6/26/1956,1956,Jun,178,69,53,0,20.55555556,11.66666667,0,16.11111111,0,0,0
19154,6/27/1956,1956,Jun,179,70,50,0,21.11111111,10,0,15.55555556,0,0,0
19155,6/28/1956,1956,Jun,180,74,NA,0,23.33333333,NA,0,NA,NA,NA,0
19156,6/29/1956,1956,Jun,181,68,NA,0,20,NA,0,NA,NA,NA,0
19157,6/30/1956,1956,Jun,182,68,32,0,20,0,0,10,0,0,0
19158,7/1/1956,1956,Jul,183,64,28,0,17.77777778,-2.222222222,0,7.777777778,0,0,0
19159,7/2/1956,1956,Jul,184,63,NA,0,17.22222222,NA,0,NA,NA,NA,0
19160,7/3/1956,1956,Jul,185,64,NA,0,17.77777778,NA,0,NA,NA,NA,0
19161,7/4/1956,1956,Jul,186,60,40,0,15.55555556,4.444444444,0,10,0,0,0
19162,7/5/1956,1956,Jul,187,69,34,0,20.55555556,1.111111111,0,10.83333333,0,0,0
19163,7/6/1956,1956,Jul,188,65,36,0,18.33333333,2.222222222,0,10.27777778,0,0,0
19164,7/7/1956,1956,Jul,189,68,34,0,20,1.111111111,0,10.55555556,0,0,0
19165,7/8/1956,1956,Jul,190,68,30,0,20,-1.111111111,0,9.444444444,0,0,0
19166,7/9/1956,1956,Jul,191,72,35,0,22.22222222,1.666666667,0,11.94444444,0,0,0
19167,7/10/1956,1956,Jul,192,77,41,0,25,5,0,15,0,0,0
19168,7/11/1956,1956,Jul,193,73,42,0.01,22.77777778,5.555555556,0.254,14.16666667,0.253987674,1.23E-05,0
19169,7/12/1956,1956,Jul,194,69,38,0.01,20.55555556,3.333333333,0.254,11.94444444,0.253927088,7.29E-05,0
19170,7/13/1956,1956,Jul,195,73,41,0,22.77777778,5,0,13.88888889,0,0,0
19171,7/14/1956,1956,Jul,196,85,35,0,29.44444444,1.666666667,0,15.55555556,0,0,0
19172,7/15/1956,1956,Jul,197,72,38,0,22.22222222,3.333333333,0,12.77777778,0,0,0
19173,7/16/1956,1956,Jul,198,71,33,0,21.66666667,0.555555556,0,11.11111111,0,0,0
19174,7/17/1956,1956,Jul,199,73,36,0,22.77777778,2.222222222,0,12.5,0,0,0
19175,7/18/1956,1956,Jul,200,73,42,0,22.77777778,5.555555556,0,14.16666667,0,0,0
19176,7/19/1956,1956,Jul,201,75,35,0,23.88888889,1.666666667,0,12.77777778,0,0,0
19177,7/20/1956,1956,Jul,202,78,37,0,25.55555556,2.777777778,0,14.16666667,0,0,0
19178,7/21/1956,1956,Jul,203,77,47,0.01,25,8.333333333,0.254,16.66666667,0.253998332,1.67E-06,0
19179,7/22/1956,1956,Jul,204,73,40,0,22.77777778,4.444444444,0,13.61111111,0,0,0
19180,7/23/1956,1956,Jul,205,75,40,0,23.88888889,4.444444444,0,14.16666667,0,0,0
19181,7/24/1956,1956,Jul,206,81,43,0,27.22222222,6.111111111,0,16.66666667,0,0,0
19182,7/25/1956,1956,Jul,207,76,49,0.02,24.44444444,9.444444444,0.508,16.94444444,0.507997328,2.67E-06,0
19183,7/26/1956,1956,Jul,208,80,42,0,26.66666667,5.555555556,0,16.11111111,0,0,0
19184,7/27/1956,1956,Jul,209,89,42,0,31.66666667,5.555555556,0,18.61111111,0,0,0
19185,7/28/1956,1956,Jul,210,74,41,0.18,23.33333333,5,4.572,14.16666667,4.571778133,0.000221867,0
19186,7/29/1956,1956,Jul,211,74,41,0.34,23.33333333,5,8.636,14.16666667,8.635580917,0.000419083,0
19187,7/30/1956,1956,Jul,212,70,38,0.25,21.11111111,3.333333333,6.35,12.22222222,6.348540342,0.001459658,0
19188,7/31/1956,1956,Jul,213,70,41,0.04,21.11111111,5,1.016,13.05555556,1.01588008,0.00011992,0
19189,8/1/1956,1956,Aug,214,73,38,0,22.77777778,3.333333333,0,13.05555556,0,0,0
19190,8/2/1956,1956,Aug,215,73,44,0.04,22.77777778,6.666666667,1.016,14.72222222,1.015968387,3.16E-05,0
19191,8/3/1956,1956,Aug,216,65,35,0,18.33333333,1.666666667,0,10,0,0,0
19192,8/4/1956,1956,Aug,217,65,51,0,18.33333333,10.55555556,0,14.44444444,0,0,0
19193,8/5/1956,1956,Aug,218,69,NA,0.03,20.55555556,NA,0.762,NA,NA,NA,0
19194,8/6/1956,1956,Aug,219,72,39,0,22.22222222,3.888888889,0,13.05555556,0,0,0
19195,8/7/1956,1956,Aug,220,70,35,0.02,21.11111111,1.666666667,0.508,11.38888889,0.507772607,0.000227393,0
19196,8/8/1956,1956,Aug,221,68,30,NA,20,-1.111111111,NA,9.444444444,NA,NA,0
19197,8/9/1956,1956,Aug,222,76,31,NA,24.44444444,-0.555555556,NA,11.94444444,NA,NA,0
19198,8/10/1956,1956,Aug,223,65,34,0.15,18.33333333,1.111111111,3.81,9.722222222,3.803538191,0.006461809,0
19199,8/11/1956,1956,Aug,224,71,30,0,21.66666667,-1.111111111,0,10.27777778,0,0,0
19200,8/12/1956,1956,Aug,225,73,33,0,22.77777778,0.555555556,0,11.66666667,0,0,0
19201,8/13/1956,1956,Aug,226,78,32,0,25.55555556,0,0,12.77777778,0,0,0
19202,8/14/1956,1956,Aug,227,78,31,0,25.55555556,-0.555555556,0,12.5,0,0,0
19203,8/15/1956,1956,Aug,228,NA,32,0,NA,0,0,NA,NA,NA,0
19204,8/16/1956,1956,Aug,229,72,52,0,22.22222222,11.11111111,0,16.66666667,0,0,0
19205,8/17/1956,1956,Aug,230,72,33,0.01,22.22222222,0.555555556,0.254,11.38888889,0.253886304,0.000113696,0
19206,8/18/1956,1956,Aug,231,66,41,0.05,18.88888889,5,1.27,11.94444444,1.269635442,0.000364558,0
19207,8/19/1956,1956,Aug,232,70,36,NA,21.11111111,2.222222222,NA,11.66666667,NA,NA,0
19208,8/20/1956,1956,Aug,233,73,29,0,22.77777778,-1.666666667,0,10.55555556,0,0,0
19209,8/21/1956,1956,Aug,234,75,34,0,23.88888889,1.111111111,0,12.5,0,0,0
19210,8/22/1956,1956,Aug,235,78,35,0,25.55555556,1.666666667,0,13.61111111,0,0,50.8
19211,8/23/1956,1956,Aug,236,78,31,0,25.55555556,-0.555555556,0,12.5,0,0,25.4
19212,8/24/1956,1956,Aug,237,73,38,0,22.77777778,3.333333333,0,13.05555556,0,0,NA
19213,8/25/1956,1956,Aug,238,74,31,0,23.33333333,-0.555555556,0,11.38888889,0,0,0
19214,8/26/1956,1956,Aug,239,76,35,0.03,24.44444444,1.666666667,0.762,13.05555556,0.76191006,8.99E-05,0
19215,8/27/1956,1956,Aug,240,62,34,0.15,16.66666667,1.111111111,3.81,8.888888889,3.797434313,0.012565687,0
19216,8/28/1956,1956,Aug,241,52,32,0.02,11.11111111,0,0.508,5.555555556,0.484907372,0.023092628,0
19217,8/29/1956,1956,Aug,242,NA,32,NA,NA,0,NA,NA,NA,NA,0
19218,8/30/1956,1956,Aug,243,55,30,0.35,12.77777778,-1.111111111,8.89,5.833333333,8.563447269,0.326552731,0
19219,8/31/1956,1956,Aug,244,60,22,0,15.55555556,-5.555555556,0,5,0,0,0
19220,9/1/1956,1956,Sep,245,66,30,0,18.88888889,-1.111111111,0,8.888888889,0,0,0
19221,9/2/1956,1956,Sep,246,66,40,0,18.88888889,4.444444444,0,11.66666667,0,0,0
19222,9/3/1956,1956,Sep,247,NA,28,0,NA,-2.222222222,0,NA,NA,NA,0
19223,9/4/1956,1956,Sep,248,60,31,0,15.55555556,-0.555555556,0,7.5,0,0,152.4
19224,9/5/1956,1956,Sep,249,64,25,0,17.77777778,-3.888888889,0,6.944444444,0,0,127
19225,9/6/1956,1956,Sep,250,75,24,0,23.88888889,-4.444444444,0,9.722222222,0,0,127
19226,9/7/1956,1956,Sep,251,70,27,0,21.11111111,-2.777777778,0,9.166666667,0,0,127
19227,9/8/1956,1956,Sep,252,71,34,0.03,21.66666667,1.111111111,0.762,11.38888889,0.761658911,0.000341089,127
19228,9/9/1956,1956,Sep,253,71,32,0.1,21.66666667,0,2.54,10.83333333,2.53822721,0.00177279,127
19229,9/10/1956,1956,Sep,254,74,38,0.14,23.33333333,3.333333333,3.556,13.33333333,3.555663908,0.000336092,152.4
19230,9/11/1956,1956,Sep,255,67,32,0,19.44444444,0,0,9.722222222,0,0,127
19231,9/12/1956,1956,Sep,256,62,41,0.19,16.66666667,5,4.826,10.83333333,4.822631699,0.003368301,127
19232,9/13/1956,1956,Sep,257,68,NA,0,20,NA,0,NA,NA,NA,127
19233,9/14/1956,1956,Sep,258,67,30,0,19.44444444,-1.111111111,0,9.166666667,0,0,304.8
19234,9/15/1956,1956,Sep,259,72,29,0,22.22222222,-1.666666667,0,10.27777778,0,0,304.8
19235,9/16/1956,1956,Sep,260,83,28,0,28.33333333,-2.222222222,0,13.05555556,0,0,304.8
19236,9/17/1956,1956,Sep,261,73,29,0,22.77777778,-1.666666667,0,10.55555556,0,0,330.2
19237,9/18/1956,1956,Sep,262,74,29,0,23.33333333,-1.666666667,0,10.83333333,0,0,381
19238,9/19/1956,1956,Sep,263,75,31,0,23.88888889,-0.555555556,0,11.66666667,0,0,355.6
19239,9/20/1956,1956,Sep,264,75,31,0,23.88888889,-0.555555556,0,11.66666667,0,0,330.2
19240,9/21/1956,1956,Sep,265,NA,37,0,NA,2.777777778,0,NA,NA,NA,406.4
19241,9/22/1956,1956,Sep,266,50,17,0.13,10,-8.333333333,3.302,0.833333333,1.071379061,2.230620939,457.2
19242,9/23/1956,1956,Sep,267,60,22,0,15.55555556,-5.555555556,0,5,0,0,457.2
19243,9/24/1956,1956,Sep,268,62,24,0,16.66666667,-4.444444444,0,6.111111111,0,0,685.8
19244,9/25/1956,1956,Sep,269,65,40,0,18.33333333,4.444444444,0,11.38888889,0,0,685.8
19245,9/26/1956,1956,Sep,270,68,27,0,20,-2.777777778,0,8.611111111,0,0,660.4
19246,9/27/1956,1956,Sep,271,NA,31,0,NA,-0.555555556,0,NA,NA,NA,660.4
19247,9/28/1956,1956,Sep,272,66,28,0,18.88888889,-2.222222222,0,8.333333333,0,0,635
19248,9/29/1956,1956,Sep,273,40,22,0.07,4.444444444,-5.555555556,1.778,-0.555555556,0.242744123,1.535255877,660.4
19249,9/30/1956,1956,Sep,274,60,23,0,15.55555556,-5,0,5.277777778,0,0,635
19250,10/1/1956,1956,Oct,275,59,23,0,15,-5,0,5,0,0,635
19251,10/2/1956,1956,Oct,276,62,22,0,16.66666667,-5.555555556,0,5.555555556,0,0,635
19252,10/3/1956,1956,Oct,277,63,24,0,17.22222222,-4.444444444,0,6.388888889,0,0,635
19253,10/4/1956,1956,Oct,278,59,24,0,15,-4.444444444,0,5.277777778,0,0,609.6
19254,10/5/1956,1956,Oct,279,60,33,0.31,15.55555556,0.555555556,7.874,8.055555556,7.823576735,0.050423265,609.6
19255,10/6/1956,1956,Oct,280,63,26,0,17.22222222,-3.333333333,0,6.944444444,0,0,914.4
19256,10/7/1956,1956,Oct,281,66,25,0,18.88888889,-3.888888889,0,7.5,0,0,889
19257,10/8/1956,1956,Oct,282,64,35,0,17.77777778,1.666666667,0,9.722222222,0,0,863.6
19258,10/9/1956,1956,Oct,283,60,29,NA,15.55555556,-1.666666667,NA,6.944444444,NA,NA,838.2
19259,10/10/1956,1956,Oct,284,50,37,0.04,10,2.777777778,1.016,6.388888889,0.991751341,0.024248659,838.2
19260,10/11/1956,1956,Oct,285,53,29,0.02,11.66666667,-1.666666667,0.508,5,0.472877682,0.035122318,812.8
19261,10/12/1956,1956,Oct,286,53,32,0.01,11.66666667,0,0.254,5.833333333,0.244669922,0.009330078,990.6
19262,10/13/1956,1956,Oct,287,37,29,0.02,2.777777778,-1.666666667,0.508,0.555555556,0.141106616,0.366893384,1143
19263,10/14/1956,1956,Oct,288,41,23,0.14,5,-5,3.556,0,0.703434092,2.852565908,1498.6
19264,10/15/1956,1956,Oct,289,51,35,0,10.55555556,1.666666667,0,6.111111111,0,0,1473.2
19265,10/16/1956,1956,Oct,290,56,22,0,13.33333333,-5.555555556,0,3.888888889,0,0,1473.2
19266,10/17/1956,1956,Oct,291,56,22,0,13.33333333,-5.555555556,0,3.888888889,0,0,1473.2
19267,10/18/1956,1956,Oct,292,55,23,0,12.77777778,-5,0,3.888888889,0,0,1447.8
19268,10/19/1956,1956,Oct,293,51,28,0.05,10.55555556,-2.222222222,1.27,4.166666667,1.109494747,0.160505253,1473.2
19269,10/20/1956,1956,Oct,294,50,18,0,10,-7.777777778,0,1.111111111,0,0,1447.8
19270,10/21/1956,1956,Oct,295,52,22,NA,11.11111111,-5.555555556,NA,2.777777778,NA,NA,1422.4
19271,10/22/1956,1956,Oct,296,40,19,0.04,4.444444444,-7.222222222,1.016,-1.388888889,0.076284238,0.939715762,1397
19272,10/23/1956,1956,Oct,297,38,26,0.04,3.333333333,-3.333333333,1.016,0,0.200981169,0.815018831,1371.6
19273,10/24/1956,1956,Oct,298,32,25,0.01,0,-3.888888889,0.254,-1.944444444,0.012566547,0.241433453,1371.6
19274,10/25/1956,1956,Oct,299,27,17,0.02,-2.777777778,-8.333333333,0.508,-5.555555556,0.001466891,0.506533109,1320.8
19275,10/26/1956,1956,Oct,300,35,24,0.24,1.666666667,-4.444444444,6.096,-1.388888889,0.457705428,5.638294572,1270
19276,10/27/1956,1956,Oct,301,35,26,0.21,1.666666667,-3.333333333,5.334,-0.833333333,0.599430169,4.734569831,1244.6
19277,10/28/1956,1956,Oct,302,28,12,NA,-2.222222222,-11.11111111,NA,-6.666666667,NA,NA,1219.2
